,documentSentiment.magnitude,documentSentiment.score,PetID
3848,1.4,0.4,6d7e560d9
3849,1.9,0.2,beb658bc0
3850,1.7,0.5,b64307878
3851,3.5,0.4,f3551e91f
3852,2.3,0.3,49c5dbda7
3853,2.8,0.4,25fce0465
3854,0.7,0.7,289112dd5
3855,1.0,0.1,b66cae579
3856,2.1,0.7,6cf098e3a
3857,3.1,0.2,ea9d13261
3858,0.6,0.2,af1bc9216
3859,3.0,0.4,572e98234
3860,2.1,0.0,6308b5232
3861,2.5,0.4,91d6a2898
3862,0.4,0.2,53f434ae8
3863,7.7,0.1,742462799
3864,2.3,0.5,ffb33c204
3865,8.0,0.5,9d4f21d40
3866,0.9,-0.1,a4fe492c2
3867,1.6,0.8,b543331f4
3868,0.8,0.8,f6e07783c
3869,3.9,0.1,22e73ac3a
3870,1.0,0.2,6acd97990
3871,5.3,0.1,e1d86f0b6
3872,0.0,0.0,90b927fdd
3873,2.2,0.0,b31045c50
3874,2.0,-0.2,a97a679b0
3875,0.5,0.1,c3270683d
3876,3.3,0.2,24993107f
3877,0.1,0.1,166092e21
3878,7.6,0.0,cfe285c5f
3879,3.5,0.2,b5aa169b4
3880,3.4,0.3,89788a8fd
3881,2.1,0.4,b2f2134bd
3882,2.0,0.6,8e6e57951
3883,1.1,0.5,c1d58a395
3884,1.3,0.6,ed7cde89e
3885,1.6,0.3,42103b22e
3886,2.4,0.0,f2472c8dd
3887,2.2,0.1,e257f17da
3888,2.5,0.1,015b8b722
3889,1.4,0.0,ff0b61121
3890,0.8,0.8,77b09d551
3891,1.9,0.9,d653ae654
3892,5.6,0.0,c2e22f843
3893,1.1,0.2,1f6849a20
3894,3.4,0.1,5906e36c5
3895,2.1,0.2,605d07d33
3896,4.0,0.1,71cb2e2d0
3897,2.6,0.6,eaf610cd0
3898,0.0,0.0,851302ab1
3899,1.7,0.0,74363ff2b
3900,3.5,0.0,c68f66799
3901,3.4,-0.1,cc13183c3
3902,0.1,0.0,e9fa49f8a
3903,2.3,0.1,196f95fdb
3904,0.6,0.3,91f5bb21f
3905,1.0,0.0,abd7dcf2c
3906,0.8,0.8,a2cd5b78a
3907,0.6,0.1,5507b63ab
3908,0.3,-0.1,abb847f55
3909,1.1,0.1,b898e8d6c
3910,2.1,0.2,218cf1849
3911,14.6,0.3,b857d5ac6
3912,0.9,0.4,ada93cece
3913,1.9,0.4,7b9cc47f0
3914,0.0,0.0,770eca5eb
3915,1.0,0.0,326a3c785
3916,4.5,0.2,687ddcca9
3917,1.6,0.2,639a4bcfd
3918,1.0,0.2,9951b9762
3919,0.3,-0.3,1c4d6faac
3920,3.7,0.3,ec40d007f
3921,3.1,0.3,2e1448ee0
3922,1.3,0.2,aaa9c8e09
3923,0.9,0.9,163919bd1
3924,3.6,0.2,0529ad4d9
3925,4.7,0.6,b7ea489ae
3926,1.0,0.3,474f23a3a
3927,3.6,0.3,81573a25f
3928,0.9,0.2,2885ade43
3929,0.2,0.1,d9dcad5b4
3930,0.8,0.8,a40116bf1
3931,0.8,0.8,f8a2993e7
3932,1.1,0.3,1e8b70d35
3933,3.0,0.1,c8c8ce5d4
3934,1.3,0.6,290c3cd9e
3935,2.5,0.0,797bcabfd
3936,2.6,0.6,d95eabfe9
3937,0.0,0.0,75332917e
3938,3.3,0.3,8803fb1c2
3939,0.9,0.9,00648f96f
3940,1.8,0.4,007bc1db4
3941,2.1,0.4,3b41cf42a
3942,0.2,0.2,d353746a5
3943,0.9,0.4,e3935c62d
3944,6.3,-0.3,850cb2e50
3945,5.6,0.4,6257ac9e4
3946,1.9,0.0,e80389ea3
3947,1.6,0.4,117a7da85
3948,3.8,0.1,222a3f408
3949,3.7,0.1,fb4078a22
3950,3.7,0.9,2fcbb6376
3951,5.9,0.4,bd54c995a
3952,4.2,0.0,5d7c27d43
3953,1.6,0.5,b38dcdc90
3954,0.0,0.0,162e06c01
3955,1.4,0.3,976fcf5a9
3956,0.8,0.8,b790a32cf
3957,0.2,0.0,b4aa0c3ce
3958,0.5,0.5,78a99e7a9
3959,1.4,0.2,d09835201
3960,0.3,0.3,f368b7ef1
3961,1.0,0.2,db194aec8
3962,1.8,0.9,128b247b8
3963,0.7,0.2,ac384792b
3964,1.1,0.3,d81a46211
3965,4.8,0.2,813bfdc93
3966,0.7,0.1,e6d358f70
3967,4.9,0.4,d9c0e3284
3968,2.3,-0.1,e2f5253f7
3969,1.5,0.3,ac8fa1b6c
3970,3.4,0.2,90dc0d83f
3971,1.0,0.3,c8cc85a15
3972,4.1,0.3,2aadf6110
3973,3.8,0.6,a8e6ad61c
3974,3.3,0.0,8cb5fc48e
3975,1.4,0.4,f391fc44e
3976,2.3,0.4,ef4dce041
3977,1.2,0.2,34d903f17
3978,3.2,0.4,965054b9e
3979,2.1,0.7,ad9d334b5
3980,1.6,0.0,369197890
3981,1.3,0.2,3ed4ada33
3982,2.1,0.2,edbe94a1b
3983,0.8,0.8,9c76163ca
3984,2.8,0.3,eb77ec282
3985,0.9,0.9,1c74d62ed
3986,2.4,0.0,8d4cc2bf9
3987,0.5,0.5,a0490612e
3988,2.7,0.2,0b4ac75e9
3989,1.2,0.4,1555b08c9
3990,3.4,0.4,85952663a
3991,4.0,0.6,650f2854b
3992,4.2,0.8,c05b7439a
3993,2.6,0.3,9b7f2424f
3994,3.6,0.3,6c121d784
3995,1.6,0.8,469aab50e
3996,5.8,0.4,9d8e58a2e
3997,1.0,0.5,8fe11eb90
3998,3.2,0.8,5a60de180
3999,0.8,0.8,7f3895a04
4000,2.1,0.5,810805880
4001,1.7,0.0,147bd18e0
4002,1.3,0.2,00eca0391
4003,0.1,0.1,c09e086c8
4004,3.2,0.3,a05e81f9f
4005,0.1,0.1,33add94a0
4006,0.0,0.0,300c91d3a
4007,0.4,0.1,9e5672e85
4008,4.3,0.1,615f2f661
4009,0.8,0.8,ab4b4681b
4010,1.4,0.0,d2fa0b0df
4011,0.9,0.9,fa45ffcb8
4012,3.4,0.2,8ff0818d5
4013,1.6,0.5,c9feb3eb3
4014,1.2,0.4,502c3e7ae
4015,0.8,0.4,6c8487ccb
4016,1.5,0.3,0d4750032
4017,1.6,0.1,6b10d4880
4018,1.1,0.5,0fea56eb9
4019,3.6,0.1,aa11bee11
4020,0.9,0.4,59903171d
4021,4.5,0.1,66201cf73
4022,0.8,0.8,57b9d7903
4023,2.5,0.3,95a89f5f2
4024,2.2,0.1,a16ab2da0
4025,1.2,0.4,1bde9cc3f
4026,1.8,0.0,00156db4a
4027,2.4,0.3,a9f395ba8
4028,0.5,0.0,58e368a56
4029,2.8,0.4,8e0d93659
4030,2.8,0.4,0a8bc19f6
4031,6.4,0.4,85fd5df90
4032,11.0,0.0,ee8518e4c
4033,0.9,0.9,e7e2eca9e
4034,3.0,0.2,15b27df66
4035,0.0,0.0,0fe10670c
4036,0.3,0.0,1adf071b0
4037,2.3,0.7,2739ddaa6
4038,2.7,0.4,fa0295935
4039,0.5,0.0,813658b4b
4040,0.8,0.8,118c1147c
4041,0.0,0.0,70be9c861
4042,0.9,0.9,6c48c9154
4043,6.8,0.3,a76cbec89
4044,9.2,0.1,07cc0ce27
4045,0.9,0.9,86c412966
4046,0.1,0.1,fb53fe33d
4047,1.9,0.0,189a8292b
4048,3.7,0.2,e65ac2a2e
4049,3.3,0.1,2581f9792
4050,0.9,0.9,d30087066
4051,3.0,0.5,a4c8f64c1
4052,3.6,0.2,37ea8d2db
4053,8.5,0.3,c1917c88e
4054,1.3,0.1,1d9c36e47
4055,2.9,0.2,ae3a99b36
4056,1.1,0.3,e9df3ead7
4057,1.8,0.9,5335bfb38
4058,1.9,-0.1,d8179f4d9
4059,1.8,0.9,d6b0d8aa9
4060,0.7,0.7,b1fb39ed5
4061,4.4,0.3,cfc3e65de
4062,2.0,0.3,2f532707f
4063,4.1,0.5,b26fcffaf
4064,0.3,0.0,fa1a30192
4065,5.2,0.2,439aafc10
4066,2.5,0.6,fd015c129
4067,3.8,0.5,6f7d23e2d
4068,0.1,0.0,9a965c1f0
4069,2.5,0.0,be340bbe7
4070,6.3,0.0,cef410e81
4071,2.2,0.3,7d1d7a4f6
4072,2.0,0.6,2b7509f97
4073,2.3,0.3,da4b60344
4074,0.3,0.1,eb11a4321
4075,1.6,0.8,5c109cb7c
4076,0.6,0.6,9c80a9ed6
4077,2.3,0.0,b21dea224
4078,7.8,0.3,f34d62be0
4079,2.0,0.2,b888f72cc
4080,2.2,0.2,52a539ef3
4081,4.5,0.1,a43d578dd
4082,0.4,0.4,9fa760b69
4083,1.4,-0.7,b2e3cf5a0
4084,0.4,0.0,fe5bc83d2
4085,3.5,0.7,785413d29
4086,0.7,-0.7,b5c553616
4087,0.5,0.5,a5c1c54fe
4088,0.8,0.2,714b4fa64
4089,2.2,0.3,c670993fc
4090,0.8,0.1,1253241be
4091,2.5,0.4,c68936b74
4092,2.6,0.3,0d55c2e2b
4093,0.7,0.7,85ec1aac0
4094,1.1,0.0,9a1a1d801
4095,1.5,0.7,a226d8246
4096,2.0,-0.1,5944cef68
4097,0.3,0.3,f819c7b65
4098,3.1,0.1,d0bf2b3bf
4099,1.2,0.1,521e214ec
4100,1.9,0.3,afdc5f01d
4101,1.8,0.3,f9a3f579a
4102,6.5,0.3,d5a027e6c
4103,5.9,0.1,d583d44d2
4104,4.6,0.2,481cbcedb
4105,5.9,0.5,3928a4b23
4106,3.1,0.1,0434520ef
4107,0.7,0.7,8cce291a9
4108,0.0,0.0,ecaf2b938
4109,4.6,0.3,a21f5e84b
4110,0.1,0.0,0162634c2
4111,1.2,0.4,929528b36
4112,1.0,0.4,38e7577af
4113,0.1,0.0,e910d17de
4114,1.4,0.2,e554a9066
4115,0.8,0.8,b37af97a8
4116,0.9,0.9,eaf13651e
4117,0.0,0.0,3ff737b0e
4118,1.1,0.1,4363acad4
4119,2.4,0.8,66d4911f9
4120,3.1,0.3,e1f0c1add
4121,0.0,0.0,ed30f663e
4122,5.2,0.2,deaba5702
4123,2.6,0.3,829853d11
4124,1.6,0.1,2083834e2
4125,1.0,0.5,25dc712af
4126,0.9,0.4,f7ada8363
4127,2.0,0.1,58477a7c6
4128,2.0,0.0,9ce27322b
4129,0.7,0.3,6f14bc8cd
4130,0.1,0.1,ed5631a9c
4131,1.9,0.4,3bef65169
4132,1.8,0.1,605ca1a51
4133,3.1,0.2,e3dbfe4c0
4134,0.0,0.0,6e3d78857
4135,0.8,0.2,3e9a56447
4136,2.9,0.5,70edbb1e3
4137,3.9,0.4,01dd8880a
4138,1.2,0.0,1043aca38
4139,0.3,-0.3,9af15c8f1
4140,3.4,0.0,80bee180a
4141,3.4,0.4,f246dec63
4142,0.0,0.0,92b89a666
4143,0.7,0.1,67c9d22df
4144,2.6,0.2,086e528f0
4145,0.2,0.2,bdb5b7ecb
4146,0.0,0.0,0b0f596b5
4147,1.8,0.1,7bb118200
4148,3.3,0.8,eb7804aa7
4149,0.5,0.1,fb217af6b
4150,1.1,0.1,41bc94422
4151,1.7,0.8,0a83235b2
4152,0.0,0.0,f497b28cf
4153,2.1,0.5,8fcaaf6e0
4154,1.4,0.1,5220e701f
4155,5.2,0.4,98c265a0f
4156,0.0,0.0,cf419ae71
4157,2.2,0.2,5e1c62c0a
4158,1.2,0.4,2e85b81d7
4159,1.8,0.1,eea0cb464
4160,0.8,0.8,92caf1d01
4161,4.2,0.4,9e2af0f7a
4162,1.0,0.1,3d9b4bdc1
4163,3.3,0.3,9dfee7db3
4164,0.8,0.8,0a536633a
4165,1.3,0.4,8632f7132
4166,0.8,0.8,6efbd2584
4167,1.1,0.5,270461683
4168,3.2,0.1,734459ad1
4169,0.5,0.0,762a1ef1a
4170,0.5,0.0,c9a4f831b
4171,0.9,0.9,e4da1c9e4
4172,3.5,0.1,9f24a0672
4173,0.2,0.2,9f0635623
4174,5.8,0.0,249af4201
4175,6.8,0.1,ec4ed9fe6
4176,0.9,0.9,36a5b3b3e
4177,2.8,0.3,245d6e033
4178,3.3,0.3,33bfeb403
4179,0.2,0.2,79c15bb50
4180,0.2,0.0,e093c4886
4181,2.9,0.3,4cc67e8b3
4182,8.7,0.2,3b4a987ba
4183,1.6,0.0,0e8a11aaa
4184,0.9,0.9,889ae00e3
4185,1.2,0.0,8f7a44198
4186,1.8,0.6,4dd8dd451
4187,0.5,0.2,d083a22c5
4188,1.1,0.3,649589d9f
4189,1.1,-0.2,97a020fe8
4190,0.9,0.9,56bf5e254
4191,3.1,0.5,2288c4fc6
4192,0.5,0.5,c59c51828
4193,0.1,0.1,1a4464471
4194,0.0,0.0,8dfb61116
4195,3.1,0.3,79d32926c
4196,5.4,0.0,8b1be44c6
4197,2.1,0.0,b28bc9e65
4198,1.4,0.4,0cde9b460
4199,3.5,0.5,c3768e2be
4200,0.2,-0.2,c64c9e2d4
4201,3.2,0.4,228d72748
4202,1.7,0.5,cd1947175
4203,4.1,0.4,e9e4424a6
4204,2.0,0.0,dd2ec7bf4
4205,5.7,0.5,0f6f980c9
4206,3.1,0.3,1b6c5e07e
4207,2.4,0.4,2d6d161a9
4208,0.5,0.5,dd0d78496
4209,0.3,0.3,12ceeda09
4210,1.8,-0.4,ce9d5fb9f
4211,2.8,0.2,3e3743dc7
4212,2.4,0.1,315d0e254
4213,1.4,0.7,50cbc6c8f
4214,1.4,0.7,3006cd3eb
4215,1.4,0.3,951556f0a
4216,3.7,0.3,8f476ed34
4217,1.5,0.3,aba4e5336
4218,1.1,0.2,c673e7ed0
4219,1.6,0.8,c0bc43dd6
4220,1.2,0.0,811b66c3e
4221,0.9,0.4,b690774cb
4222,2.0,0.5,41e4574a6
4223,0.0,0.0,5f44a43f4
4224,0.5,0.5,ed9daa1ae
4225,0.5,0.5,c72bd65dc
4226,1.0,0.1,7678afa65
4227,1.0,0.5,a42c62fc0
4228,0.9,0.9,ed0185e39
4229,1.8,0.9,74c161846
4230,0.9,0.9,ca7aa9eec
4231,1.7,0.8,de92761ef
4232,0.0,0.0,c7b468b32
4233,3.5,0.1,597a7afc2
4234,0.7,0.1,d81afce4f
4235,2.3,0.3,3268dcfd0
4236,2.0,0.3,67d0b57eb
4237,4.6,0.5,1ada8871e
4238,0.4,0.0,642b0dbac
4239,1.8,0.6,fed43b600
4240,1.5,0.1,a3aaac2de
4241,1.5,0.7,b3101cf5c
4242,11.7,-0.1,7d7da3838
4243,2.5,0.4,9d466bbca
4244,2.2,0.4,e0238b8c2
4245,1.7,0.0,d21cfa860
4246,3.0,0.2,20e46cb8d
4247,0.8,0.4,fd3c1a3bb
4248,5.4,0.4,505ef85e6
4249,4.3,0.3,0fd1d2d85
4250,2.4,0.4,e9dbf1095
4251,1.2,0.1,fa97a865d
4252,2.4,0.3,787acfb28
4253,0.5,0.5,2b34c70e7
4254,1.6,0.0,3eee4f608
4255,0.2,0.1,5f2c67ae2
4256,1.0,0.1,b9405015b
4257,4.4,0.2,302eb3771
4258,0.5,0.2,27e318160
4259,1.5,0.1,04260adf8
4260,1.0,0.5,9af8f154b
4261,1.2,0.2,f247a5242
4262,8.8,0.4,c98d16315
4263,2.0,0.0,8bbf5133b
4264,2.7,0.1,9e9a3285d
4265,1.2,0.2,8bcb0a0e6
4266,0.0,0.0,f95b39c6f
4267,6.6,0.2,c8e941dbd
4268,0.0,0.0,3cbe65e9a
4269,2.4,0.4,b3cf90bd1
4270,1.1,0.0,642ed14e6
4271,0.2,0.2,ab2e61df2
4272,5.0,0.1,b8bf2c090
4273,1.9,0.4,8685b7512
4274,1.8,0.1,58b4ba48f
4275,3.0,0.1,6c3d7237b
4276,1.0,0.3,e80b8d2d9
4277,4.3,0.2,e849142b2
4278,1.5,0.0,035992662
4279,0.6,0.2,840949648
4280,3.8,0.2,88b4f478e
4281,5.0,0.4,ebeebeee4
4282,5.4,0.5,3560a3e97
4283,3.1,0.4,6bb720300
4284,1.2,0.1,0090eb457
4285,0.3,0.3,16eefbec7
4286,0.2,0.0,ad6e56af2
4287,4.6,0.3,bd54dcfd0
4288,1.0,0.3,e5f479999
4289,1.0,0.3,407ef0ea0
4290,0.7,0.0,9514ed3eb
4291,1.4,0.4,bf6e18567
4292,0.0,0.0,22bc76cf6
4293,3.5,0.3,caf3220f8
4294,0.7,0.2,c552e255a
4295,1.7,0.4,e97446c37
4296,3.7,0.0,21fcd15c6
4297,0.8,0.8,9a798bc44
4298,1.0,0.5,79d5a2615
4299,0.4,0.1,fde52ef8f
4300,3.3,0.1,523aeba08
4301,1.1,0.5,7b7b7b71e
4302,0.2,0.2,021cb10fb
4303,1.4,0.0,3948f67d7
4304,0.3,0.1,d08bc2c0a
4305,4.4,0.6,bcd601baa
4306,1.3,0.1,6da091c79
4307,3.2,0.8,25fb57849
4308,4.0,0.5,0afb7e845
4309,1.5,0.0,5d808057a
4310,2.8,0.2,b7df87757
4311,1.1,0.3,ee9e87618
4312,0.1,-0.1,42d2aa0bf
4313,2.7,0.0,5da236a17
4314,3.1,0.2,43100edd5
4315,1.9,0.2,874e791f9
4316,2.9,0.4,41e792442
4317,0.8,0.2,c5b5d2650
4318,4.1,0.6,326c9c979
4319,0.9,0.1,6261c9966
4320,4.6,0.3,4a4fb4974
4321,2.0,0.4,9a32cab94
4322,13.3,0.1,7711871ae
4323,2.8,0.6,d4427513d
4324,2.4,0.0,285758945
4325,1.8,0.2,a7d9451a5
4326,0.1,0.0,6029e0ed0
4327,7.7,0.1,036af6df3
4328,1.5,0.4,f824e33a8
4329,1.0,0.5,84f065b56
4330,1.0,0.3,01d981c81
4331,2.7,0.4,32f617eda
4332,4.9,0.0,0f6b7b928
4333,0.9,0.9,283d778d2
4334,2.2,0.2,48bfc494a
4335,2.9,0.7,2e74deb7b
4336,2.6,0.3,c273ffe1e
4337,1.3,0.0,ab7ccc7df
4338,1.6,0.4,b0d64a249
4339,13.9,0.2,94b6d93ea
4340,0.6,0.2,de7905c9c
4341,3.1,0.4,33d3738f6
4342,1.7,0.0,f526c71a0
4343,2.4,0.4,a8a2aecc3
4344,0.8,0.8,e10252ca3
4345,1.9,0.3,3a3dc1dab
4346,5.9,0.4,ef30ade75
4347,1.0,0.4,138035c7a
4348,1.2,-0.1,2ba708d92
4349,0.4,0.2,254dd6ba7
4350,1.5,0.2,dfc3301fb
4351,0.5,0.2,a94208b35
4352,3.6,0.3,e60bbc064
4353,1.2,0.6,ac7edef88
4354,0.1,0.1,926070c80
4355,1.8,0.6,5ed94ddc8
4356,1.0,0.4,9ab8dddba
4357,1.1,0.3,fc2012c7e
4358,0.1,0.1,5d2f7761c
4359,1.0,0.5,db3fce97e
4360,1.1,0.3,19db3e21f
4361,4.0,0.6,4f1bf01b6
4362,1.9,0.9,373b98352
4363,5.5,0.1,63f2be2e0
4364,2.7,0.4,a0825ad18
4365,3.8,0.4,1dfadc371
4366,3.1,0.4,e4941c40c
4367,4.6,0.3,f0f9efd52
4368,5.7,0.1,8a9c5472e
4369,1.4,0.7,c5d0fdfac
4370,0.7,0.7,f4c27e753
4371,2.7,0.4,9abb10f2f
4372,4.1,0.2,8010a808c
4373,2.8,0.2,558c419c0
4374,3.6,0.1,5c716a537
4375,1.4,-0.1,d67619580
4376,0.3,0.0,523af701f
4377,3.8,0.4,c15d26817
4378,0.5,0.1,11d3a4c0f
4379,1.7,0.4,b8aa48ca7
4380,3.4,-0.1,eb8baed62
4381,0.0,0.0,59ee91cf8
4382,0.5,-0.2,5d83f98eb
4383,0.1,0.1,a6e33dddf
4384,1.8,0.2,5adb9d9b3
4385,2.7,0.1,3daf36ca1
4386,1.7,0.5,2cdaa8a5d
4387,3.2,0.2,ee71508dc
4388,1.8,0.3,2f4eb5847
4389,0.6,0.6,ba66a7a82
4390,0.0,0.0,bb4c6519d
4391,3.5,0.2,b01a81451
4392,0.6,0.1,5ce77d859
4393,1.7,0.0,19d7de899
4394,0.6,0.0,2db964259
4395,2.3,0.4,f319a49de
4396,3.3,0.3,8ff66c239
4397,2.9,0.5,4732c7563
4398,3.2,0.5,dd201c041
4399,2.4,0.8,8df39788a
4400,1.4,0.1,e76b8eeb2
4401,13.2,0.0,21cc6a743
4402,1.4,0.2,81a176a02
4403,0.2,0.2,86c35033b
4404,0.2,0.0,c84e9ae78
4405,0.2,0.2,e13c47053
4406,0.6,0.6,ea03ccbba
4407,0.9,0.9,e6e536800
4408,1.5,0.3,bebab9790
4409,0.9,0.9,16d94bbb1
4410,1.1,0.3,68c69f5c1
4411,1.3,0.2,e3749ff79
4412,4.7,0.4,e6f88d19d
4413,3.4,0.3,41487b069
4414,3.6,0.0,352522dbd
4415,2.5,0.2,546957a8b
4416,1.7,0.4,76a063a20
4417,1.2,0.2,ecb3e47a6
4418,2.0,0.2,22987c7fb
4419,1.7,0.4,d50e11ec5
4420,5.1,0.0,58a10d0cd
4421,0.4,0.0,6eef41768
4422,9.3,0.2,c58ad77c4
4423,0.9,0.4,e70a2beb6
4424,1.1,0.2,46518b224
4425,1.5,0.3,1ea31c6df
4426,3.5,0.5,c390140c3
4427,1.2,0.3,51366110e
4428,1.1,0.3,5c3d3fb3d
4429,1.6,-0.2,bb15b64ea
4430,0.9,0.4,6ce342cfe
4431,1.6,0.0,4f5205d2b
4432,2.4,0.0,54ec12bf6
4433,4.8,0.3,65a98c48f
4434,2.7,0.5,57f8d18fc
4435,1.5,0.3,34452eefb
4436,3.2,0.6,f6dc58442
4437,3.2,0.6,73a25206b
4438,1.4,0.4,1b6d1b049
4439,1.0,0.2,4b29bbd04
4440,0.9,0.9,08037d4bc
4441,2.7,0.5,aeb15ed5b
4442,1.9,0.4,54314d17b
4443,1.1,-0.2,1cd5acd7a
4444,5.2,0.2,9abe933fd
4445,1.0,0.1,5dff45cff
4446,1.2,0.2,93f758039
4447,1.3,0.3,335aacd34
4448,1.2,0.2,018188075
4449,1.0,0.3,23b64fe21
4450,1.6,0.8,a4e4b1640
4451,0.9,0.9,f99149151
4452,1.0,0.3,44b6a5b46
4453,0.9,0.9,7133c0c97
4454,5.2,0.3,36dd5c626
4455,1.4,0.3,9fae764f0
4456,1.1,0.3,c14a3ac57
4457,0.7,0.2,1b3492bde
4458,0.2,0.2,6eedb995d
4459,0.9,0.4,ea3aa721e
4460,1.8,0.4,fe5ed81fd
4461,0.0,0.0,0f122f712
4462,0.0,0.0,9f3fe015b
4463,2.1,0.5,0133b2a29
4464,0.9,0.0,0d4e81870
4465,1.4,0.2,5e6a7ea61
4466,2.5,0.1,0a266921d
4467,1.2,0.3,2034bc734
4468,1.3,0.4,acf333094
4469,0.2,0.2,6afe7ee11
4470,3.2,0.0,1c8aa65f6
4471,3.3,0.3,70503cc75
4472,0.2,0.0,69d413ff2
4473,0.9,0.9,191660250
4474,0.9,0.9,a6fd3df67
4475,3.3,0.3,227580301
4476,0.7,-0.2,6296e909a
4477,2.7,0.0,4d4c7be64
4478,5.3,0.2,1927c2ed2
4479,9.2,0.5,cd47ddc13
4480,0.8,0.8,afc71f432
4481,1.3,0.4,e633a6647
4482,5.0,0.0,0a9f9f178
4483,6.9,-0.1,66ad04874
4484,5.1,0.3,75642f3e5
4485,2.5,0.1,0ea0beb3c
4486,5.5,0.2,2562fec96
4487,1.1,0.2,088216e81
4488,2.3,0.2,3c8468196
4489,2.4,0.4,de19fca23
4490,0.9,0.9,c59199ff4
4491,1.0,0.2,ec8c5413b
4492,4.2,0.2,c47497b30
4493,3.4,0.0,3a7d3c17e
4494,11.3,0.3,8d650d311
4495,2.9,0.1,02adb269f
4496,0.9,0.9,432904c5d
4497,5.8,0.3,719917454
4498,0.8,0.8,d042e55ce
4499,0.7,0.7,1dcb1fe2f
4500,0.2,0.2,500327aed
4501,1.9,0.9,88af83705
4502,0.7,-0.2,4d999ee22
4503,1.1,-0.1,c9439e71b
4504,0.3,-0.3,d3faf6a0e
4505,0.1,0.1,262d7f006
4506,1.8,0.9,073f265c3
4507,0.1,0.0,d0c943132
4508,1.9,0.2,a89bfa0aa
4509,1.1,0.2,402799b02
4510,0.6,0.6,455d243eb
4511,1.2,0.4,451d18ba3
4512,0.9,0.9,133234595
4513,0.4,0.2,6be26ea05
4514,3.8,0.2,206dbf18e
4515,1.0,0.0,794806010
4516,3.2,0.2,c7c489413
4517,0.7,0.7,3cb6e5957
4518,0.2,0.1,155e1f0ca
4519,0.5,0.5,6bf6880bd
4520,3.9,0.0,7494b6aa9
4521,0.8,0.2,284be445a
4522,2.0,0.4,7b974ca01
4523,1.1,0.0,5b57c4bba
4524,4.6,0.4,bf5bf91a2
4525,4.0,0.1,8e0c995a9
4526,0.8,0.8,3e0ae8fb1
4527,1.2,0.1,9ab7e48e8
4528,1.2,0.3,fb507a1cb
4529,2.3,0.0,544c16564
4530,0.2,0.0,8a45e38c9
4531,4.6,0.1,17be61e34
4532,1.1,0.3,988f48ca6
4533,2.3,0.3,e3e2fcc71
4534,0.4,0.2,251bace70
4535,0.2,0.2,a6e1f4504
4536,1.9,0.0,98567db2f
4537,1.5,0.7,739002fc4
4538,0.4,-0.2,4d34524f7
4539,3.9,0.3,6edcc1f1b
4540,6.3,0.2,35df10380
4541,0.9,0.9,bbf029a0a
4542,1.8,-0.6,47453584e
4543,1.7,0.5,5c9de0c0a
4544,4.9,0.2,11757c072
4545,0.8,0.4,058f21441
4546,2.6,0.2,807e3b981
4547,1.0,0.1,db044e38b
4548,1.7,0.4,6c7251bc8
4549,0.8,0.8,c9d8b22d0
4550,1.0,0.4,1882ebd32
4551,0.0,0.0,4d09e065d
4552,2.1,0.3,52a88696e
4553,0.9,0.9,0caa3437b
4554,1.1,0.5,f231e1f78
4555,0.8,0.8,e909c484a
4556,4.5,0.1,95eb301ed
4557,6.2,0.5,530b7bcec
4558,5.3,0.5,733f9942b
4559,0.8,0.2,1b47183f1
4560,0.9,0.1,64ca585d9
4561,1.5,0.1,1ec7dc903
4562,2.8,0.4,7d7eef3d3
4563,2.4,0.0,6da06ed36
4564,5.1,0.0,b84dad49f
4565,1.8,0.1,26627b528
4566,0.2,0.0,156c2d6ba
4567,0.0,0.0,12ffabf23
4568,0.5,0.1,27867018b
4569,0.5,0.5,349fe9b9b
4570,0.9,0.9,abe8790ba
4571,3.9,0.2,8867ee30a
4572,2.5,0.4,21415ffb9
4573,1.7,0.5,d168549f2
4574,0.2,0.0,396a2773f
4575,0.9,0.4,68ac3848d
4576,0.7,0.7,6c83d00bf
4577,2.4,0.4,b73cc0f45
4578,4.0,0.2,9f8c97661
4579,0.1,0.1,591fa7c31
4580,2.4,0.2,b3c2305b0
4581,1.7,0.5,45d1d74ca
4582,4.4,0.2,72bd22c9e
4583,0.1,0.1,779d50e4f
4584,0.5,-0.1,d9175b948
4585,2.3,0.0,91c4cb54d
4586,6.7,0.1,9b52894bc
4587,0.5,0.5,204ca9f14
4588,1.4,0.7,5de61cf6b
4589,5.3,0.2,794c57f72
4590,1.2,0.4,5f6931436
4591,0.5,-0.5,d36f47834
4592,1.3,0.4,ae14a91dc
4593,1.5,0.0,fe4b30cfb
4594,1.6,0.8,21178f3b0
4595,1.3,0.0,1ef39cee1
4596,0.9,0.9,105c28771
4597,5.3,0.1,70335663e
4598,0.5,0.1,104c799db
4599,1.0,0.0,89bec6af3
4600,0.1,-0.1,fe3d0c6e4
4601,0.9,0.9,89a396d79
4602,0.0,0.0,8b0310013
4603,3.3,0.1,8a6d97169
4604,2.8,0.2,9b11972b0
4605,0.0,0.0,a55a04a05
4606,0.8,0.0,4ae940ec2
4607,1.2,0.6,5d32494f0
4608,0.1,0.1,05bde54cc
4609,0.8,0.4,e25d4dcb1
4610,0.8,0.1,9f2948e8e
4611,1.9,0.3,38664cbf0
4612,2.5,0.3,d92d4242a
4613,2.0,0.2,bee25f46d
4614,1.9,0.2,8a29d1df0
4615,3.8,0.4,5145f87a0
4616,1.9,0.6,a1cb8764d
